student_id,study_hours_per_week,attendance_rate,previous_grades,participation_in_extracurricular_activities,parent_education_level,passed,performance
S36433,14.3,24.8,61.5,Yes,Associate,No,Medium
S36434,16.2,40.1,62.3,No,Doctorate,No,Medium
S36435,10.3,93.8,67.8,Yes,Bachelor,Yes,Medium
S36436,9.3,84.5,66.5,Yes,Bachelor,No,Medium
S36437,13.2,93.7,65.6,Yes,Associate,Yes,Medium
S36438,9.3,57.2,37.1,Yes,High School,Yes,Low
S36439,9.7,67.2,61.4,No,High School,No,Medium
S36440,12.3,49.4,65.0,Yes,Associate,Yes,Medium
S36441,10.0,28.3,49.6,No,Doctorate,No,Low
S36442,11.1,77.8,54.7,No,Associate,Yes,Low
S36443,10.4,103.3,92.0,Yes,Associate,No,High
S36444,14.8,71.6,65.2,No,Master,No,Low
S36445,6.9,60.7,63.2,No,Bachelor,Yes,Medium
S36446,0.0,52.6,52.1,Yes,Doctorate,Yes,Low
S36447,8.4,97.3,63.9,Yes,Associate,Yes,Medium
S36448,12.0,76.6,96.5,Yes,Master,No,High
S36449,14.8,77.4,59.8,Yes,Doctorate,Yes,Low
S36450,6.5,46.1,62.8,No,Bachelor,Yes,Medium
S36451,12.7,56.7,39.3,Yes,Doctorate,Yes,Low
S36452,15.7,89.7,49.9,Yes,Master,No,Low
S36453,10.0,64.5,61.8,Yes,Doctorate,No,Medium
S36454,6.0,62.0,68.5,Yes,Associate,No,Medium
S36455,6.6,125.2,97.3,No,High School,Yes,High
S36456,12.2,76.4,58.2,Yes,Master,Yes,Low
S36457,18.1,71.6,63.1,No,Associate,No,Medium
S36458,10.0,72.3,70.5,No,Doctorate,No,Medium
S36459,9.2,61.4,62.0,Yes,Bachelor,Yes,Medium
S36460,3.2,73.5,72.2,Yes,Bachelor,No,Medium
S36461,8.2,113.8,82.0,No,Associate,Yes,High
S36462,6.4,83.3,91.5,Yes,Master,Yes,High
S36463,10.1,75.3,29.6,No,High School,Yes,Low
S36464,2.4,66.3,46.2,No,Associate,Yes,Low
S36465,8.4,77.1,59.8,No,Bachelor,Yes,Low
S36466,5.0,44.9,69.3,Yes,Associate,Yes,Medium
S36467,14.7,65.6,56.8,Yes,Bachelor,Yes,Low
S36468,5.7,55.8,59.8,No,Bachelor,No,Low
S36469,7.1,67.1,71.0,Yes,Bachelor,Yes,Medium
S36470,11.4,76.4,37.3,Yes,Master,No,Low
S36471,7.7,89.0,48.2,Yes,Doctorate,Yes,Low
S36472,21.8,51.9,79.0,Yes,Doctorate,Yes,Medium
S36473,14.7,73.3,54.5,No,Doctorate,Yes,Low
S36474,10.1,68.5,90.3,Yes,High School,Yes,High
S36475,11.8,70.6,68.8,No,Bachelor,Yes,Medium
S36476,-1.8,58.6,89.9,Yes,Master,No,High
S36477,16.2,74.1,84.8,Yes,Associate,Yes,High
S36478,12.6,84.9,65.2,Yes,High School,Yes,Low
S36479,9.6,47.2,42.5,Yes,Master,No,Low
S36480,12.8,109.6,71.8,Yes,Master,No,Medium
S36481,13.4,93.8,60.8,Yes,Bachelor,Yes,Medium
S36482,7.9,43.5,62.5,No,Master,Yes,Medium
S36483,11.9,103.9,60.2,No,Associate,No,Medium
S36484,15.2,75.3,45.7,No,Doctorate,No,Low
S36485,12.3,64.9,72.4,No,Master,No,Medium
S36486,10.0,79.1,54.0,No,Bachelor,No,Low
S36487,11.5,76.8,52.2,No,Associate,No,Low
S36488,16.9,47.5,61.2,No,Bachelor,Yes,Medium
S36489,13.9,95.5,81.1,No,Master,No,High
S36490,10.0,37.4,63.2,No,Doctorate,Yes,Medium
S36491,12.9,80.8,49.7,No,Associate,Yes,Low
S36492,12.3,75.3,66.8,Yes,Associate,No,Medium
S36493,15.8,41.2,84.2,Yes,Associate,Yes,High
S36494,10.2,69.1,77.3,No,Bachelor,Yes,Medium
S36495,8.2,97.8,38.1,Yes,Associate,Yes,Low
S36496,3.2,83.0,68.1,Yes,Doctorate,No,Medium
S36497,6.5,150.0,83.7,Yes,Master,No,High
S36498,16.0,61.3,67.0,Yes,Associate,No,Medium
S36499,11.0,75.3,41.6,Yes,Bachelor,Yes,Low
S36500,9.5,75.3,41.0,Yes,Doctorate,Yes,Low
S36501,16.5,80.3,51.5,No,Bachelor,Yes,Low
S36502,15.4,87.0,44.1,No,Associate,Yes,Low
S36503,6.3,83.9,46.9,No,Bachelor,Yes,Low
S36504,16.0,94.6,43.7,Yes,Doctorate,No,Low
S36505,1.7,77.3,61.6,No,Doctorate,Yes,Medium
S36506,12.3,54.0,57.0,Yes,Associate,No,Low
S36507,11.7,47.9,62.7,Yes,High School,No,Medium
S36508,15.7,90.2,73.5,No,Bachelor,No,Medium
S36509,11.9,95.1,45.9,Yes,High School,No,Low
S36510,8.8,114.4,89.3,Yes,Bachelor,Yes,High
S36511,9.2,123.5,78.3,No,Master,No,Medium
S36512,23.5,94.4,36.8,Yes,High School,Yes,Low
S36513,10.4,82.3,69.9,No,Associate,Yes,Medium
S36514,13.0,75.3,56.7,No,Doctorate,No,Low
S36515,10.0,57.5,67.5,Yes,High School,Yes,Medium
S36516,5.9,76.3,70.7,Yes,Bachelor,Yes,Medium
S36517,12.6,72.9,65.2,No,Doctorate,Yes,Low
S36518,1.9,113.1,60.7,No,Master,Yes,Medium
S36519,12.7,86.7,55.4,No,Bachelor,Yes,Low
S36520,6.4,70.4,68.9,No,Master,No,Medium
S36521,4.8,57.4,62.3,No,High School,Yes,Medium
S36522,6.4,85.7,69.9,Yes,High School,Yes,Medium
S36523,17.6,77.8,60.6,No,Doctorate,Yes,Medium
S36524,11.7,66.0,39.5,No,Doctorate,Yes,Low
S36525,5.4,61.3,65.2,Yes,Associate,No,Low
S36526,10.0,86.0,73.7,Yes,High School,Yes,Medium
S36527,14.1,66.9,79.6,No,Associate,No,Medium
S36528,8.1,68.5,38.2,Yes,Bachelor,No,Low
S36529,14.8,65.3,64.8,No,High School,Yes,Medium
S36530,15.0,131.7,81.6,Yes,Doctorate,Yes,High
S36531,14.3,78.2,56.6,Yes,Associate,No,Low
S36532,6.6,58.5,83.4,No,Bachelor,Yes,High
S36533,4.1,75.3,32.4,No,High School,No,Low
S36534,1.5,42.2,50.5,Yes,Master,Yes,Low
S36535,6.7,69.1,46.4,No,Master,Yes,Low
S36536,8.2,75.3,65.7,No,Master,Yes,Medium
S36537,8.6,120.7,59.2,No,Associate,Yes,Low
S36538,9.8,70.2,82.2,No,Associate,No,High
S36539,18.7,82.3,79.1,No,Master,No,Medium
S36540,8.3,71.7,57.9,No,High School,Yes,Low
S36541,9.8,84.1,75.6,Yes,High School,Yes,Medium
S36542,0.9,70.2,51.8,No,Master,Yes,Low
S36543,21.1,63.9,77.6,Yes,Bachelor,No,Medium
S36544,3.4,61.9,36.9,No,Bachelor,Yes,Low
S36545,10.0,89.2,104.6,Yes,Doctorate,No,High
S36546,13.5,101.1,73.2,No,Doctorate,No,Medium
S36547,11.2,66.0,90.9,Yes,Master,Yes,High
S36548,18.2,89.5,76.4,No,Doctorate,No,Medium
S36549,13.6,78.1,53.1,Yes,Bachelor,Yes,Low
S36550,9.6,67.4,17.0,No,Master,Yes,Low
S36551,15.2,88.6,53.8,Yes,High School,Yes,Low
S36552,15.8,102.0,75.0,No,Associate,Yes,Medium
S36553,6.7,58.5,40.7,No,Master,Yes,Low
S36554,14.8,68.5,94.2,No,Associate,Yes,High
S36555,8.9,104.3,62.1,Yes,Associate,Yes,Medium
S36556,9.5,74.1,99.4,No,Doctorate,Yes,High
S36557,10.7,59.1,55.9,No,High School,Yes,Low
S36558,8.1,78.4,73.8,Yes,Doctorate,Yes,Medium
S36559,7.8,75.2,73.2,No,Master,No,Medium
S36560,14.9,96.1,40.8,No,Master,No,Low
S36561,2.4,74.1,71.0,Yes,Bachelor,Yes,Medium
S36562,4.7,74.8,73.4,Yes,Doctorate,Yes,Medium
S36563,13.4,75.3,76.1,No,Doctorate,Yes,Medium
S36564,10.0,78.4,84.0,No,High School,No,High
S36565,15.0,105.3,41.4,Yes,Master,No,Low
S36566,11.8,89.5,73.0,No,Doctorate,No,Medium
S36567,3.3,54.2,65.2,Yes,Associate,Yes,Low
S36568,10.3,80.6,65.2,No,Bachelor,No,Low
S36569,12.7,81.9,48.5,No,High School,Yes,Low
S36570,11.2,82.5,68.3,Yes,Bachelor,Yes,Medium
S36571,7.7,45.4,75.2,No,Associate,No,Medium
S36572,10.0,77.9,60.5,No,Associate,No,Medium
S36573,7.2,63.6,64.4,No,Doctorate,Yes,Medium
S36574,3.4,45.1,41.4,No,Master,No,Low
S36575,2.7,75.3,69.9,Yes,High School,Yes,Medium
S36576,12.0,69.4,57.5,No,Doctorate,Yes,Low
S36577,5.6,69.7,65.2,No,Bachelor,Yes,Low
S36578,12.9,92.6,27.0,Yes,High School,Yes,Low
S36579,7.0,95.5,49.5,Yes,High School,No,Low
S36580,3.4,70.0,61.0,No,High School,Yes,Medium
S36581,8.0,75.6,73.3,No,Bachelor,Yes,Medium
S36582,20.5,75.3,49.5,Yes,Master,Yes,Low
S36583,9.5,56.2,59.8,Yes,Bachelor,Yes,Low
S36584,13.2,101.0,87.4,No,Bachelor,Yes,High
S36585,10.8,75.9,82.3,No,Doctorate,No,High
S36586,3.0,94.4,56.9,Yes,Bachelor,Yes,Low
S36587,17.2,71.7,57.6,No,Master,No,Low
S36588,8.8,83.4,92.7,No,Associate,No,High
S36589,3.4,40.1,67.5,No,Associate,Yes,Medium
S36590,7.4,92.2,59.9,Yes,Bachelor,No,Low
S36591,9.0,75.3,63.5,Yes,Doctorate,No,Medium
S36592,13.7,65.6,51.4,No,High School,No,Low
S36593,6.6,87.6,43.6,Yes,Master,No,Low
S36594,23.1,94.9,60.1,Yes,Bachelor,Yes,Medium
S36595,5.3,75.3,83.2,No,Associate,Yes,High
S36596,13.1,51.1,65.2,No,Master,No,Low
S36597,0.1,108.3,61.3,No,Bachelor,No,Medium
S36598,9.4,70.7,65.2,No,High School,No,Low
S36599,11.8,36.6,66.8,No,Bachelor,No,Medium
S36600,4.4,66.6,42.2,No,Bachelor,Yes,Low
S36601,17.5,84.0,69.8,No,Bachelor,Yes,Medium
S36602,12.2,73.4,37.3,Yes,Bachelor,No,Low
S36603,8.4,75.3,83.4,Yes,Doctorate,No,High
S36604,12.1,68.0,72.8,Yes,Bachelor,Yes,Medium
S36605,7.0,66.6,72.0,Yes,Associate,No,Medium
S36606,16.3,49.4,96.6,Yes,Bachelor,No,High
S36607,15.1,49.0,48.4,No,Master,Yes,Low
S36608,11.9,82.3,75.5,Yes,Associate,No,Medium
S36609,13.1,99.6,65.2,No,Master,Yes,Low
S36610,2.6,69.5,73.4,No,Bachelor,No,Medium
S36611,17.3,102.7,58.6,Yes,Associate,Yes,Low
S36612,9.5,97.0,72.8,No,Doctorate,Yes,Medium
S36613,15.1,72.4,63.6,No,Doctorate,No,Medium
S36614,13.7,87.8,80.1,No,High School,No,High
S36615,15.0,75.3,65.2,Yes,Bachelor,No,Low
S36616,4.8,64.9,79.3,No,Associate,No,Medium
S36617,5.4,31.8,65.2,No,Master,No,Low
S36618,21.2,77.8,57.8,No,Associate,Yes,Low
S36619,2.4,89.0,48.1,Yes,High School,No,Low
S36620,4.5,63.9,84.2,No,Doctorate,No,High
S36621,10.0,115.1,92.0,No,High School,Yes,High
S36622,10.2,95.6,53.4,Yes,Associate,No,Low
S36623,7.3,45.5,68.9,No,Associate,No,Medium
S36624,10.0,71.1,65.2,No,High School,Yes,Low
S36625,14.5,58.2,67.1,Yes,Bachelor,Yes,Medium
S36626,9.9,67.7,67.2,No,Master,No,Medium
S36627,8.7,88.1,52.6,Yes,Bachelor,Yes,Low
S36628,9.9,70.0,66.6,No,Doctorate,Yes,Medium
S36629,7.5,63.6,50.3,Yes,Master,Yes,Low
S36630,1.5,76.9,87.5,Yes,Bachelor,Yes,High
S36631,11.5,90.2,30.8,No,Master,No,Low
S36632,13.8,90.0,46.7,No,High School,Yes,Low
S36633,9.2,87.3,68.3,No,Bachelor,Yes,Medium
S36634,-1.3,102.4,45.0,Yes,Master,No,Low
S36635,7.1,73.2,36.1,Yes,Master,Yes,Low
S36636,14.5,67.8,104.0,No,Bachelor,Yes,High
S36637,2.8,71.9,73.9,Yes,Associate,No,Medium
S36638,13.5,58.8,61.4,No,Associate,No,Medium
S36639,7.8,58.3,72.6,Yes,Doctorate,No,Medium
S36640,9.9,89.8,65.2,Yes,High School,No,Low
S36641,6.6,91.6,54.6,Yes,High School,No,Low
S36642,4.3,22.1,60.4,Yes,Doctorate,Yes,Medium
S36643,17.2,75.3,60.9,No,High School,Yes,Medium
S36644,14.1,66.8,59.1,Yes,Doctorate,Yes,Low
S36645,13.2,62.4,58.3,No,Bachelor,No,Low
S36646,14.5,68.5,77.0,Yes,Bachelor,Yes,Medium
S36647,12.5,49.8,62.0,No,High School,No,Medium
S36648,14.7,71.6,79.0,Yes,Doctorate,No,Medium
S36649,6.7,113.3,53.4,No,High School,Yes,Low
S36650,16.9,44.0,71.7,Yes,Doctorate,Yes,Medium
S36651,16.4,87.4,35.3,Yes,Doctorate,No,Low
S36652,11.9,94.5,72.5,No,Master,Yes,Medium
S36653,8.6,86.6,77.9,No,Doctorate,Yes,Medium
S36654,3.9,105.7,47.7,Yes,Bachelor,Yes,Low
S36655,11.1,94.6,68.8,No,Doctorate,No,Medium
S36656,10.0,88.4,76.4,No,Doctorate,No,Medium
S36657,4.2,95.8,60.7,Yes,Associate,No,Medium
S36658,15.1,94.8,78.2,No,High School,Yes,Medium
S36659,7.6,68.0,54.5,No,Doctorate,Yes,Low
S36660,8.1,87.6,69.3,No,Doctorate,Yes,Medium
S36661,4.1,69.5,65.9,No,Master,Yes,Medium
S36662,6.2,48.3,66.9,No,Bachelor,Yes,Medium
S36663,13.2,111.7,65.2,Yes,Master,No,Low
S36664,13.9,63.9,66.4,No,Bachelor,Yes,Medium
S36665,11.2,96.9,58.2,No,Doctorate,Yes,Low
S36666,7.5,85.7,91.4,No,Bachelor,Yes,High
S36667,4.5,57.1,90.5,No,Doctorate,Yes,High
S36668,10.3,59.5,94.6,Yes,Master,No,High
S36669,8.2,82.9,82.7,No,Bachelor,Yes,High
S36670,11.1,83.0,75.9,Yes,Bachelor,Yes,Medium
S36671,10.0,67.5,85.3,Yes,Bachelor,Yes,High
S36672,8.5,43.4,56.2,Yes,Associate,No,Low
S36673,10.8,91.1,53.0,No,Associate,Yes,Low
S36674,11.8,16.5,43.1,Yes,Master,Yes,Low
S36675,16.1,82.0,54.5,No,Associate,No,Low
S36676,8.3,75.3,61.8,No,Doctorate,Yes,Medium
S36677,12.7,38.0,42.1,No,Master,No,Low
S36678,19.0,78.2,65.4,No,Doctorate,No,Medium
S36679,12.9,67.3,50.3,No,High School,No,Low
S36680,15.8,75.3,33.2,Yes,Bachelor,Yes,Low
S36681,6.9,94.6,26.6,Yes,Doctorate,No,Low
S36682,6.4,48.1,47.1,No,Master,Yes,Low
S36683,9.2,70.5,56.2,Yes,Associate,Yes,Low
S36684,10.0,75.3,82.9,Yes,Doctorate,Yes,High
S36685,15.4,36.0,48.1,No,High School,No,Low
S36686,6.4,86.5,98.7,Yes,Master,Yes,High
S36687,9.6,107.6,75.4,No,Master,No,Medium
S36688,15.4,88.4,64.1,Yes,Bachelor,No,Medium
S36689,11.1,77.6,52.7,Yes,High School,Yes,Low
S36690,9.9,92.7,59.2,No,Doctorate,Yes,Low
S36691,11.2,63.1,50.6,No,Associate,No,Low
S36692,10.0,57.4,60.3,No,Doctorate,No,Medium
S36693,4.3,85.3,56.8,No,Bachelor,Yes,Low
S36694,2.1,75.3,74.9,No,High School,Yes,Medium
S36695,11.0,81.3,44.7,Yes,Doctorate,Yes,Low
S36696,14.6,57.8,69.2,Yes,Bachelor,No,Medium
S36697,13.8,44.9,62.7,No,Master,No,Medium
S36698,15.7,54.2,59.2,Yes,Bachelor,Yes,Low
S36699,17.3,57.9,30.2,Yes,High School,No,Low
S36700,10.7,34.2,65.2,No,Bachelor,Yes,Low
S36701,9.7,84.5,64.2,Yes,Doctorate,No,Medium
S36702,17.4,49.2,71.0,Yes,Doctorate,Yes,Medium
S36703,6.5,48.1,72.1,Yes,High School,No,Medium
S36704,4.1,69.8,78.0,Yes,High School,No,Medium
S36705,8.3,56.9,63.5,No,Bachelor,Yes,Medium
S36706,10.0,43.4,64.0,Yes,Bachelor,Yes,Medium
S36707,10.2,45.7,61.7,No,High School,Yes,Medium
S36708,10.0,75.3,73.3,Yes,High School,No,Medium
S36709,11.8,68.3,64.5,No,Doctorate,Yes,Medium
S36710,7.2,44.7,76.7,Yes,High School,No,Medium
S36711,16.1,104.1,79.1,Yes,High School,Yes,Medium
S36712,4.0,60.8,77.5,No,Doctorate,No,Medium
S36713,9.3,85.6,58.6,Yes,Doctorate,Yes,Low
S36714,8.3,72.8,65.2,No,Master,No,Low
S36715,11.2,77.0,67.3,Yes,Master,No,Medium
S36716,14.6,75.4,68.2,Yes,Master,Yes,Medium
S36717,11.3,47.4,35.4,No,Doctorate,Yes,Low
S36718,9.4,75.3,86.7,No,Associate,Yes,High
S36719,13.5,59.8,71.9,No,Doctorate,Yes,Medium
S36720,14.2,91.5,86.7,No,High School,Yes,High
S36721,11.3,59.2,67.2,Yes,High School,No,Medium
S36722,11.9,52.9,68.8,Yes,Bachelor,Yes,Medium
S36723,13.2,102.4,70.7,No,Bachelor,No,Medium
S36724,1.8,106.1,58.0,Yes,Master,No,Low
S36725,8.2,84.1,47.5,No,High School,No,Low
S36726,11.9,91.1,65.2,Yes,Bachelor,No,Low
S36727,8.5,49.9,99.2,No,Doctorate,No,High
S36728,8.6,88.2,62.0,Yes,Bachelor,No,Medium
S36729,10.0,88.0,47.2,Yes,Associate,No,Low
S36730,12.0,83.8,91.7,Yes,Master,Yes,High
S36731,12.3,107.9,84.5,No,Bachelor,No,High
S36732,6.0,29.4,81.8,No,Bachelor,No,High
S36733,2.9,71.4,33.8,Yes,Associate,Yes,Low
S36734,14.0,104.6,84.8,Yes,High School,Yes,High
S36735,6.3,52.8,42.9,Yes,Doctorate,No,Low
S36736,5.9,88.0,62.8,Yes,Bachelor,Yes,Medium
S36737,5.5,65.3,62.3,No,Doctorate,No,Medium
S36738,15.8,76.8,73.0,No,Bachelor,Yes,Medium
S36739,11.1,53.9,67.5,Yes,Bachelor,Yes,Medium
S36740,11.7,120.3,57.0,Yes,Bachelor,Yes,Low
S36741,13.4,52.1,90.7,Yes,High School,Yes,High
S36742,9.8,72.4,90.6,No,Associate,No,High
S36743,15.1,69.8,70.3,Yes,Bachelor,No,Medium
S36744,4.0,75.3,63.0,No,Bachelor,Yes,Medium
S36745,4.6,76.4,87.7,No,Master,Yes,High
S36746,4.3,43.5,80.8,No,Bachelor,Yes,High
S36747,12.1,62.1,45.9,Yes,High School,Yes,Low
S36748,12.5,31.8,65.2,Yes,Bachelor,Yes,Low
S36749,7.6,76.5,50.6,No,Master,Yes,Low
S36750,8.8,110.6,58.2,Yes,Doctorate,Yes,Low
S36751,16.3,75.3,65.2,No,Associate,No,Low
S36752,10.0,81.8,57.2,No,Doctorate,Yes,Low
S36753,11.5,75.3,82.7,Yes,Doctorate,No,High
S36754,6.6,61.2,65.5,No,Bachelor,Yes,Medium
S36755,15.5,97.0,65.2,Yes,Bachelor,No,Low
S36756,13.1,113.2,52.9,No,Bachelor,Yes,Low
S36757,3.0,39.5,75.6,No,Bachelor,Yes,Medium
S36758,8.7,97.7,36.2,No,Associate,Yes,Low
S36759,-0.4,45.3,60.0,Yes,Bachelor,No,Medium
S36760,14.5,59.5,62.8,No,Doctorate,Yes,Medium
S36761,20.2,97.6,60.1,Yes,Bachelor,No,Medium
S36762,-0.9,81.4,68.8,Yes,Associate,No,Medium
S36763,2.9,65.8,65.2,No,Associate,No,Low
S36764,10.8,119.7,78.5,Yes,Master,No,Medium
S36765,9.9,68.4,65.2,No,High School,Yes,Low
S36766,7.9,96.9,93.7,Yes,Master,Yes,High
S36767,1.3,68.9,70.6,No,Doctorate,No,Medium
S36768,11.6,84.2,74.3,No,Bachelor,No,Medium
S36769,14.4,84.8,54.9,No,High School,Yes,Low
S36770,24.2,76.6,57.8,Yes,Master,Yes,Low
S36771,16.5,46.6,84.9,No,High School,Yes,High
S36772,3.5,80.5,43.7,Yes,Bachelor,Yes,Low
S36773,9.9,63.4,64.9,No,Associate,Yes,Medium
S36774,13.0,65.8,65.2,No,Bachelor,Yes,Medium
S36775,6.6,86.9,71.8,Yes,Doctorate,Yes,Medium
S36776,13.9,85.5,68.5,No,Master,Yes,Medium
S36777,13.5,59.9,71.9,Yes,High School,Yes,Medium
S36778,16.2,79.4,56.6,No,Doctorate,Yes,Low
S36779,10.0,75.4,103.2,Yes,Bachelor,No,High
S36780,11.4,57.8,65.2,No,Associate,Yes,Medium
S36781,6.8,59.0,65.2,No,Associate,Yes,Low
S36782,3.5,59.3,80.7,No,Doctorate,No,High
S36783,11.1,74.8,25.4,Yes,Master,Yes,Low
S36784,8.0,68.9,41.5,No,Master,No,Low
S36785,8.5,150.0,52.7,Yes,High School,No,Low
S36786,15.6,57.4,57.4,No,Bachelor,No,Low
S36787,16.8,71.5,69.1,Yes,Associate,Yes,Medium
S36788,3.8,73.0,69.4,No,Master,Yes,Medium
S36789,8.9,81.5,53.1,Yes,High School,No,Low
S36790,7.8,104.4,34.5,No,Associate,No,Low
S36791,11.6,96.5,89.3,Yes,Master,Yes,High
S36792,-1.3,73.5,78.2,Yes,Master,Yes,Medium
S36793,2.7,43.1,74.9,Yes,Associate,Yes,Medium
S36794,9.4,64.7,72.3,No,Bachelor,Yes,Medium
S36795,13.9,93.4,74.4,No,Doctorate,No,Medium
S36796,10.4,73.9,42.4,No,Associate,Yes,Low
S36797,13.4,49.8,41.6,No,High School,Yes,Low
S36798,11.0,70.9,74.5,No,Doctorate,Yes,Medium
S36799,16.4,65.6,32.5,Yes,Bachelor,No,Low
S36800,17.4,100.2,71.4,No,Doctorate,No,Medium
S36801,6.2,63.4,76.7,No,Master,Yes,Medium
S36802,14.4,83.3,91.3,Yes,High School,No,High
S36803,12.5,88.8,60.3,No,Master,Yes,Medium
S36804,22.5,75.3,48.6,No,Associate,Yes,Low
S36805,6.0,75.3,80.8,No,Master,No,High
S36806,9.4,66.5,61.4,No,Associate,Yes,Medium
S36807,4.8,77.8,39.5,Yes,High School,No,Low
S36808,5.1,75.3,18.4,No,Doctorate,Yes,Low
S36809,11.9,47.5,73.7,No,Associate,No,Medium
S36810,11.0,54.9,76.9,Yes,Bachelor,Yes,Medium
S36811,12.7,93.8,64.8,Yes,Associate,Yes,Medium
S36812,12.6,116.4,64.3,No,High School,Yes,Medium
S36813,8.8,81.1,65.3,Yes,Associate,Yes,Medium
S36814,8.8,96.6,65.2,No,High School,No,Low
S36815,5.1,82.1,65.2,Yes,Bachelor,No,Low
S36816,6.5,89.0,59.6,No,Bachelor,Yes,Low
S36817,9.7,89.8,63.1,Yes,Bachelor,Yes,Medium
S36818,10.0,88.6,80.0,No,Master,No,High
S36819,13.6,82.1,53.4,Yes,High School,No,Low
S36820,13.0,77.9,58.5,Yes,Bachelor,No,Low
S36821,17.8,66.9,72.1,No,Master,Yes,Medium
S36822,5.1,85.5,54.9,No,Bachelor,No,Low
S36823,8.8,81.2,54.6,Yes,Associate,Yes,Low
S36824,5.6,56.9,42.5,No,High School,No,Low
S36825,16.4,98.8,85.0,No,Master,Yes,High
S36826,7.5,94.8,72.2,Yes,Bachelor,No,Medium
S36827,15.8,75.3,77.4,No,Associate,Yes,Medium
S36828,17.3,98.6,57.0,Yes,Bachelor,No,Low
S36829,12.1,89.5,92.5,Yes,Bachelor,No,High
S36830,11.5,66.2,69.7,Yes,Associate,No,Medium
S36831,10.2,38.7,74.7,No,Bachelor,No,Medium
S36832,8.4,38.0,69.8,No,Bachelor,Yes,Medium
S36833,7.8,75.3,67.6,Yes,Bachelor,Yes,Medium
S36834,9.3,74.4,67.2,No,Doctorate,Yes,Medium
S36835,19.1,67.6,53.3,Yes,High School,No,Low
S36836,4.8,61.8,70.3,Yes,Master,Yes,Medium
S36837,11.0,76.3,69.9,No,Associate,No,Medium
S36838,13.6,93.3,59.7,No,High School,Yes,Low
S36839,8.6,58.8,60.1,Yes,Master,Yes,Medium
S36840,12.1,76.9,66.3,No,Doctorate,Yes,Medium
S36841,2.5,128.2,50.4,No,Doctorate,Yes,Low
S36842,16.6,111.3,67.4,No,Master,No,Medium
S36843,15.7,30.4,80.0,No,Associate,Yes,High
S36844,9.5,38.7,45.9,No,Master,No,Low
S36845,5.6,111.1,82.2,Yes,High School,No,High
S36846,14.0,92.9,53.8,No,Master,No,Low
S36847,4.3,76.0,64.2,Yes,Associate,Yes,Medium
S36848,5.0,85.6,78.4,No,Associate,No,Medium
S36849,9.7,68.7,60.9,Yes,Doctorate,Yes,Medium
S36850,17.6,75.3,73.2,Yes,High School,Yes,Medium
S36851,10.0,89.6,51.3,No,Associate,No,Low
S36852,6.8,75.3,65.2,Yes,Doctorate,Yes,Low
S36853,10.0,92.3,76.0,Yes,Master,Yes,Medium
S36854,10.2,64.0,56.5,No,High School,Yes,Low
S36855,11.3,89.3,67.0,Yes,High School,No,Medium
S36856,9.6,81.2,68.9,Yes,Bachelor,No,Medium
S36857,19.0,48.3,61.3,No,Doctorate,No,Medium
S36858,9.3,104.5,56.1,No,Doctorate,Yes,Low
S36859,-1.4,46.8,60.4,Yes,Bachelor,No,Medium
S36860,8.0,101.6,63.3,Yes,Master,Yes,Medium
S36861,12.3,84.1,65.2,No,High School,Yes,Low
S36862,11.9,87.8,69.4,Yes,Doctorate,Yes,Medium
S36863,9.1,65.1,67.1,No,Master,No,Medium
S36864,8.3,67.6,59.7,Yes,Associate,No,Low
S36865,0.0,75.1,59.1,Yes,Master,No,Low
S36866,10.4,49.2,74.0,No,Associate,No,Medium
S36867,8.3,86.5,68.6,No,High School,Yes,Medium
S36868,11.2,67.8,67.8,Yes,Associate,Yes,Medium
S36869,12.5,32.6,61.2,No,Bachelor,Yes,Medium
S36870,10.0,112.7,49.2,Yes,Bachelor,No,Low
S36871,5.2,80.3,62.4,No,Associate,Yes,Medium
S36872,3.5,81.5,66.7,Yes,Doctorate,Yes,Medium
S36873,7.1,61.2,54.1,Yes,High School,No,Low
S36874,6.3,81.6,108.9,Yes,Master,No,High
S36875,5.9,89.7,79.7,Yes,Master,Yes,Medium
S36876,17.2,75.3,64.5,No,High School,Yes,Medium
S36877,10.7,87.1,72.9,No,Bachelor,No,Medium
S36878,19.9,53.8,66.5,Yes,Bachelor,No,Medium
S36879,10.0,49.3,62.6,No,Master,No,Medium
S36880,4.1,57.4,90.7,Yes,High School,No,High
S36881,6.0,117.0,68.5,No,High School,Yes,Medium
S36882,15.1,90.7,50.0,No,Master,Yes,Low
S36883,4.3,74.6,68.7,No,Doctorate,Yes,Medium
S36884,12.8,109.0,66.6,No,Associate,No,Medium
S36885,8.2,56.5,64.0,No,Master,No,Medium
S36886,5.4,54.5,70.7,Yes,High School,No,Medium
S36887,16.9,56.7,61.3,Yes,Master,Yes,Medium
S36888,7.1,112.6,36.8,Yes,Bachelor,No,Low
S36889,5.9,92.4,73.2,No,High School,No,Medium
S36890,9.6,58.7,57.6,No,Doctorate,Yes,Low
S36891,7.5,61.2,62.5,No,Associate,No,Medium
S36892,21.1,80.7,62.3,Yes,Doctorate,Yes,Medium
S36893,15.3,52.3,73.8,Yes,Associate,No,Medium
S36894,7.0,71.4,74.6,No,Associate,No,Medium
S36895,7.6,55.1,55.7,Yes,High School,No,Low
S36896,-0.1,73.6,74.3,Yes,Master,Yes,Medium
S36897,10.7,91.3,53.9,No,Bachelor,Yes,Low
S36898,6.3,109.9,88.3,Yes,High School,No,High
